Date,Ticker,Close_Price,Volume
2024-02-15,TSLA,200.4499969482422,120831800.0
2024-02-16,AAPL,180.83482360839844,49752500.0
2024-02-16,BTC-USD,52160.203125,28180567298.0
2024-02-16,ETH-USD,2803.69140625,17057114638.0
2024-02-16,MSFT,398.8602294921875,22296500.0
2024-02-16,NVDA,72.57256317138672,495327000.0
2024-02-16,TSLA,199.9499969482422,111346700.0
2024-02-17,AAPL,,
2024-02-17,BTC-USD,51662.99609375,20009091006.0
2024-02-17,ETH-USD,2786.672607421875,17932379943.0
2024-02-17,MSFT,,
2024-02-17,NVDA,,
2024-02-17,TSLA,,
2024-02-18,AAPL,,
2024-02-18,BTC-USD,52122.546875,17595377311.0
2024-02-18,ETH-USD,2878.998046875,23355830478.0
2024-02-18,MSFT,,
2024-02-18,NVDA,,
2024-02-18,TSLA,,
2024-02-19,AAPL,,
2024-02-19,BTC-USD,51779.14453125,21362184346.0
2024-02-19,ETH-USD,2943.57470703125,15163110589.0
2024-02-19,MSFT,,
2024-02-19,NVDA,,
2024-02-19,TSLA,,
2024-02-20,AAPL,180.0908966064453,53665600.0
2024-02-20,BTC-USD,52284.875,33353758256.0
2024-02-20,ETH-USD,3013.503662109375,20341598470.0
2024-02-20,MSFT,397.60662841796875,24307900.0
2024-02-20,NVDA,69.413330078125,704833000.0
2024-02-20,TSLA,193.75999450683594,104545800.0
2024-02-21,AAPL,180.8447723388672,41371400.0
2024-02-21,BTC-USD,51839.1796875,28624907020.0
2024-02-21,ETH-USD,2970.35546875,18897136867.0
2024-02-21,MSFT,397.0044250488281,18518900.0
2024-02-21,NVDA,67.43443298339844,673755000.0
2024-02-21,TSLA,194.77000427246094,103500300.0
2024-02-22,AAPL,182.87815856933594,52292200.0
2024-02-22,BTC-USD,51304.97265625,25413900611.0
2024-02-22,ETH-USD,2971.00732421875,18058908246.0
2024-02-22,MSFT,406.3525695800781,27009900.0
2024-02-22,NVDA,78.49427032470703,865100000.0
2024-02-22,TSLA,197.41000366210938,92739500.0
2024-02-23,AAPL,181.0431365966797,45119700.0
2024-02-23,BTC-USD,50731.94921875,21427078270.0
2024-02-23,ETH-USD,2921.658203125,12822717059.0
2024-02-23,MSFT,405.0594177246094,16295900.0
2024-02-23,NVDA,78.77311706542969,829388000.0
2024-02-23,TSLA,191.97000122070312,78841900.0
2024-02-24,AAPL,,
2024-02-24,BTC-USD,51571.1015625,15174077879.0
2024-02-24,ETH-USD,2992.385986328125,10701688842.0
2024-02-24,MSFT,,
2024-02-24,NVDA,,
2024-02-24,TSLA,,
2024-02-25,AAPL,,
2024-02-25,BTC-USD,51733.23828125,15413239245.0
2024-02-25,ETH-USD,3112.697265625,14620450464.0
2024-02-25,MSFT,,
2024-02-25,NVDA,,
2024-02-25,TSLA,,
2024-02-26,AAPL,179.69415283203125,40867400.0
2024-02-26,BTC-USD,54522.40234375,34074411896.0
2024-02-26,ETH-USD,3178.99365234375,17504464351.0
2024-02-26,MSFT,402.2954406738281,16193500.0
2024-02-26,NVDA,79.0479736328125,503973000.0
2024-02-26,TSLA,199.39999389648438,111747100.0
2024-02-27,AAPL,181.15223693847656,54318900.0
2024-02-27,BTC-USD,57085.37109375,49756832031.0
2024-02-27,ETH-USD,3244.519287109375,21090315368.0
2024-02-27,MSFT,402.2362365722656,14835800.0
2024-02-27,NVDA,78.65717315673828,391705000.0
2024-02-27,TSLA,199.72999572753906,108645400.0
2024-02-28,AAPL,179.95204162597656,48953900.0
2024-02-28,BTC-USD,62504.7890625,83239156760.0
2024-02-28,ETH-USD,3385.703857421875,32885894265.0
2024-02-28,MSFT,402.4731750488281,13183100.0
2024-02-28,NVDA,77.61976623535156,393110000.0
2024-02-28,TSLA,202.0399932861328,99806200.0
2024-02-29,AAPL,179.28749084472656,136682600.0
2024-02-29,BTC-USD,61198.3828125,65496611844.0
2024-02-29,ETH-USD,3341.919677734375,28469171094.0
2024-02-29,MSFT,408.3169250488281,31947300.0
2024-02-29,NVDA,79.06793975830078,507289000.0
2024-02-29,TSLA,201.8800048828125,85907000.0
2024-03-01,AAPL,178.20628356933594,73563100.0
2024-03-01,BTC-USD,62440.6328125,40186368423.0
2024-03-01,ETH-USD,3435.053955078125,16880101987.0
2024-03-01,MSFT,410.1530456542969,17823400.0
2024-03-01,NVDA,82.2331771850586,479135000.0
2024-03-01,TSLA,202.63999938964844,82243100.0
2024-03-02,AAPL,,
2024-03-02,BTC-USD,62029.84765625,23888473685.0
2024-03-02,ETH-USD,3422.0498046875,12024340617.0
2024-03-02,MSFT,,
2024-03-02,NVDA,,
2024-03-02,TSLA,,
2024-03-03,AAPL,,
2024-03-03,BTC-USD,63167.37109375,26253811450.0
2024-03-03,ETH-USD,3490.99365234375,13643324467.0
2024-03-03,MSFT,,
2024-03-03,NVDA,,
2024-03-03,TSLA,,
2024-03-04,AAPL,173.6831817626953,81510100.0
2024-03-04,BTC-USD,68330.4140625,70670471105.0
2024-03-04,ETH-USD,3630.433837890625,26772963830.0
2024-03-04,MSFT,409.58050537109375,17596000.0
2024-03-04,NVDA,85.18952941894531,615616000.0
2024-03-04,TSLA,188.13999938964844,134334900.0
2024-03-05,AAPL,168.7434844970703,95132400.0
2024-03-05,BTC-USD,63801.19921875,102802940877.0
2024-03-05,ETH-USD,3554.964599609375,47706899137.0
2024-03-05,MSFT,397.4683837890625,26919200.0
2024-03-05,NVDA,85.92017364501953,520639000.0
2024-03-05,TSLA,180.74000549316406,119660800.0
2024-03-06,AAPL,167.75157165527344,68587700.0
2024-03-06,BTC-USD,66106.8046875,68750229073.0
2024-03-06,ETH-USD,3819.226318359375,34938642613.0
2024-03-06,MSFT,396.9156494140625,22344100.0
2024-03-06,NVDA,88.65476989746094,582520000.0
2024-03-06,TSLA,176.5399932861328,107920900.0
2024-03-07,AAPL,167.6325225830078,71765100.0
2024-03-07,BTC-USD,66925.484375,46989543159.0
2024-03-07,ETH-USD,3874.34765625,22457177587.0
2024-03-07,MSFT,403.8749084472656,18718500.0
2024-03-07,NVDA,92.62174224853516,608119000.0
2024-03-07,TSLA,178.64999389648438,102129000.0
2024-03-08,AAPL,169.34852600097656,76267000.0
2024-03-08,BTC-USD,68300.09375,59202881172.0
2024-03-08,ETH-USD,3892.06103515625,26135487051.0
2024-03-08,MSFT,400.9924621582031,18002200.0
2024-03-08,NVDA,87.4833755493164,1142269000.0
2024-03-08,TSLA,175.33999633789062,85544600.0
2024-03-09,AAPL,,
2024-03-09,BTC-USD,68498.8828125,21609650379.0
2024-03-09,ETH-USD,3915.4189453125,11926623780.0
2024-03-09,MSFT,,
2024-03-09,NVDA,,
2024-03-09,TSLA,,
2024-03-10,AAPL,,
2024-03-10,BTC-USD,69019.7890625,35683977532.0
2024-03-10,ETH-USD,3881.193115234375,15783924355.0
2024-03-10,MSFT,,
2024-03-10,NVDA,,
2024-03-10,TSLA,,
2024-03-11,AAPL,171.3522186279297,60139500.0
2024-03-11,BTC-USD,72123.90625,65716656765.0
2024-03-11,ETH-USD,4066.445068359375,28806262507.0
2024-03-11,MSFT,399.3143005371094,16120800.0
2024-03-11,NVDA,85.73026275634766,678364000.0
2024-03-11,TSLA,177.77000427246094,85391500.0
2024-03-12,AAPL,171.82830810546875,59825400.0
2024-03-12,BTC-USD,71481.2890625,62554434520.0
2024-03-12,ETH-USD,3980.273193359375,26917010932.0
2024-03-12,MSFT,409.93585205078125,22457000.0
2024-03-12,NVDA,91.86614227294922,668075000.0
2024-03-12,TSLA,177.5399932861328,87391700.0
2024-03-13,AAPL,169.7453155517578,52488700.0
2024-03-13,BTC-USD,73083.5,48212536929.0
2024-03-13,ETH-USD,4006.45703125,22028114691.0
2024-03-13,MSFT,409.7582092285156,17115900.0
2024-03-13,NVDA,90.84164428710938,635713000.0
2024-03-13,TSLA,169.47999572753906,106524500.0
2024-03-14,AAPL,171.6001739501953,72913500.0
2024-03-14,BTC-USD,71396.59375,59594605698.0
2024-03-14,ETH-USD,3883.140380859375,25434810823.0
2024-03-14,MSFT,419.74798583984375,34157300.0
2024-03-14,NVDA,87.89915466308594,602318000.0
2024-03-14,TSLA,162.5,126325700.0
2024-03-15,AAPL,171.2232208251953,121752700.0
2024-03-15,BTC-USD,69403.7734375,78320453976.0
2024-03-15,ETH-USD,3735.22021484375,33505075433.0
2024-03-15,MSFT,411.0611572265625,45079900.0
2024-03-15,NVDA,87.7922134399414,642086000.0
2024-03-15,TSLA,163.57000732421875,97146800.0
2024-03-16,AAPL,,
2024-03-16,BTC-USD,65315.1171875,46842198371.0
2024-03-16,ETH-USD,3522.860107421875,20199855932.0
2024-03-16,MSFT,,
2024-03-16,NVDA,,
2024-03-16,TSLA,,
2024-03-17,AAPL,,
2024-03-17,BTC-USD,68390.625,44716864318.0
2024-03-17,ETH-USD,3642.4130859375,19938757095.0
2024-03-17,MSFT,,
2024-03-17,NVDA,,
2024-03-17,TSLA,,
2024-03-18,AAPL,172.31434631347656,75604200.0
2024-03-18,BTC-USD,67548.59375,49261579492.0
2024-03-18,ETH-USD,3517.985107421875,21162220224.0
2024-03-18,MSFT,411.9496154785156,20106000.0
2024-03-18,NVDA,88.40989685058594,668976000.0
2024-03-18,TSLA,173.8000030517578,108214400.0
2024-03-19,AAPL,174.65524291992188,55215200.0
2024-03-19,BTC-USD,61912.7734375,74215844794.0
2024-03-19,ETH-USD,3157.6181640625,34166976701.0
2024-03-19,MSFT,415.98699951171875,19837900.0
2024-03-19,NVDA,89.3524169921875,672171000.0
2024-03-19,TSLA,171.32000732421875,77271400.0
2024-03-20,AAPL,177.22430419921875,53423100.0
2024-03-20,BTC-USD,67913.671875,66792634382.0
2024-03-20,ETH-USD,3513.39306640625,36605316331.0
2024-03-20,MSFT,419.7578125,17860100.0
2024-03-20,NVDA,90.32592010498047,479063000.0
2024-03-20,TSLA,175.66000366210938,83846700.0
2024-03-21,AAPL,169.98336791992188,106181300.0
2024-03-21,BTC-USD,65491.390625,44480350565.0
2024-03-21,ETH-USD,3492.9912109375,22213647922.0
2024-03-21,MSFT,423.84454345703125,21296200.0
2024-03-21,NVDA,91.38836669921875,480372000.0
2024-03-21,TSLA,172.82000732421875,73178000.0
2024-03-22,AAPL,170.88600158691406,71160100.0
2024-03-22,BTC-USD,63778.76171875,41401116964.0
2024-03-22,ETH-USD,3333.68798828125,20574952329.0
2024-03-22,MSFT,423.2226867675781,17648500.0
2024-03-22,NVDA,94.24091339111328,586719000.0
2024-03-22,TSLA,170.8300018310547,75580600.0
2024-03-23,AAPL,,
2024-03-23,BTC-USD,64062.203125,24738964812.0
2024-03-23,ETH-USD,3336.593994140625,13242137554.0
2024-03-23,MSFT,,
2024-03-23,NVDA,,
2024-03-23,TSLA,,
2024-03-24,AAPL,,
2024-03-24,BTC-USD,67234.171875,27206630673.0
2024-03-24,ETH-USD,3454.636474609375,12156660941.0
2024-03-24,MSFT,,
2024-03-24,NVDA,,
2024-03-24,TSLA,,
2024-03-25,AAPL,169.46759033203125,54288300.0
2024-03-25,BTC-USD,69958.8125,42700139523.0
2024-03-25,ETH-USD,3590.8837890625,18603921705.0
2024-03-25,MSFT,417.4183654785156,18060500.0
2024-03-25,NVDA,94.95355224609375,552136000.0
2024-03-25,TSLA,172.6300048828125,74228600.0
2024-03-26,AAPL,168.3367919921875,57388400.0
2024-03-26,BTC-USD,69987.8359375,36010437368.0
2024-03-26,ETH-USD,3587.5048828125,18505553577.0
2024-03-26,MSFT,416.2239074707031,16725600.0
2024-03-26,NVDA,92.51380157470703,513648000.0
2024-03-26,TSLA,177.6699981689453,113186200.0
2024-03-27,AAPL,171.90765380859375,60273300.0
2024-03-27,BTC-USD,69455.34375,40827113309.0
2024-03-27,ETH-USD,3500.115234375,18753082145.0
2024-03-27,MSFT,416.0066833496094,16705000.0
2024-03-27,NVDA,90.20398712158203,586067000.0
2024-03-27,TSLA,179.8300018310547,81804000.0
2024-03-28,AAPL,170.09246826171875,65672700.0
2024-03-28,BTC-USD,70744.953125,34374900617.0
2024-03-28,ETH-USD,3561.2939453125,16419674157.0
2024-03-28,MSFT,415.3058776855469,21871200.0
2024-03-28,NVDA,90.30992126464844,435212000.0
2024-03-28,TSLA,175.7899932861328,77654800.0
2024-03-29,AAPL,,
2024-03-29,BTC-USD,69892.828125,25230851763.0
2024-03-29,ETH-USD,3511.80615234375,12712701619.0
2024-03-29,MSFT,,
2024-03-29,NVDA,,
2024-03-29,TSLA,,
2024-03-30,AAPL,,
2024-03-30,BTC-USD,69645.3046875,17130241883.0
2024-03-30,ETH-USD,3507.9443359375,9389066783.0
2024-03-30,MSFT,,
2024-03-30,NVDA,,
2024-03-30,TSLA,,
2024-03-31,AAPL,,
2024-03-31,BTC-USD,71333.6484375,20050941373.0
2024-03-31,ETH-USD,3647.8564453125,10499881424.0
2024-03-31,MSFT,,
2024-03-31,NVDA,,
2024-03-31,TSLA,,
2024-04-01,AAPL,168.65419006347656,46240500.0
2024-04-01,BTC-USD,69702.1484375,34873527352.0
2024-04-01,ETH-USD,3505.030029296875,16002098681.0
2024-04-01,MSFT,419.1063537597656,16316000.0
2024-04-01,NVDA,90.3169174194336,452441000.0
2024-04-01,TSLA,175.22000122070312,81562100.0
2024-04-02,AAPL,167.47384643554688,49329500.0
2024-04-02,BTC-USD,65446.97265625,50705240709.0
2024-04-02,ETH-USD,3277.234619140625,22076539151.0
2024-04-02,MSFT,416.0166015625,17912000.0
2024-04-02,NVDA,89.4063949584961,433064000.0
2024-04-02,TSLA,166.6300048828125,116650600.0
2024-04-03,AAPL,168.2772674560547,47691700.0
2024-04-03,BTC-USD,65980.8125,34488018367.0
2024-04-03,ETH-USD,3311.44189453125,16010734587.0
2024-04-03,MSFT,415.0393371582031,16502300.0
2024-04-03,NVDA,88.91864013671875,370067000.0
2024-04-03,TSLA,168.3800048828125,82950100.0
2024-04-04,AAPL,167.45399475097656,53704400.0
2024-04-04,BTC-USD,68508.84375,34439527442.0
2024-04-04,ETH-USD,3330.04052734375,14476330517.0
2024-04-04,MSFT,412.50244140625,19370900.0
2024-04-04,NVDA,85.86117553710938,434965000.0
2024-04-04,TSLA,171.11000061035156,123162000.0
2024-04-05,AAPL,168.20785522460938,42104800.0
2024-04-05,BTC-USD,67837.640625,33748230056.0
2024-04-05,ETH-USD,3318.88525390625,15214447092.0
2024-04-05,MSFT,420.0440979003906,16554800.0
2024-04-05,NVDA,87.96312713623047,399678000.0
2024-04-05,TSLA,164.89999389648438,143157600.0
2024-04-06,AAPL,,
2024-04-06,BTC-USD,68896.109375,19967785809.0
2024-04-06,ETH-USD,3354.183837890625,8956926798.0
2024-04-06,MSFT,,
2024-04-06,NVDA,,
2024-04-06,TSLA,,
2024-04-07,AAPL,,
2024-04-07,BTC-USD,69362.5546875,21204930369.0
2024-04-07,ETH-USD,3453.49462890625,9931108526.0
2024-04-07,MSFT,,
2024-04-07,NVDA,,
2024-04-07,TSLA,,
2024-04-08,AAPL,167.08697509765625,37425500.0
2024-04-08,BTC-USD,71631.359375,37261432669.0
2024-04-08,ETH-USD,3695.292724609375,19055143129.0
2024-04-08,MSFT,419.1260986328125,14272400.0
2024-04-08,NVDA,87.08856964111328,283220000.0
2024-04-08,TSLA,172.97999572753906,104423300.0
2024-04-09,AAPL,168.297119140625,42373800.0
2024-04-09,BTC-USD,69139.015625,36426900409.0
2024-04-09,ETH-USD,3505.163330078125,18279773833.0
2024-04-09,MSFT,420.7943115234375,12496900.0
2024-04-09,NVDA,85.31045532226562,501700000.0
2024-04-09,TSLA,176.8800048828125,102951700.0
2024-04-10,AAPL,166.42242431640625,49709300.0
2024-04-10,BTC-USD,70587.8828125,38318601774.0
2024-04-10,ETH-USD,3543.737060546875,16872482726.0
2024-04-10,MSFT,417.8132019042969,16216600.0
2024-04-10,NVDA,86.99462127685547,431929000.0
2024-04-10,TSLA,171.75999450683594,84532400.0
2024-04-11,AAPL,173.6236572265625,91070300.0
2024-04-11,BTC-USD,70060.609375,30153382941.0
2024-04-11,ETH-USD,3505.247802734375,14076734489.0
2024-04-11,MSFT,422.42303466796875,17966400.0
2024-04-11,NVDA,90.56978607177734,431637000.0
2024-04-11,TSLA,174.60000610351562,94516000.0
2024-04-12,AAPL,175.1214599609375,101670900.0
2024-04-12,BTC-USD,67195.8671875,44129299406.0
2024-04-12,ETH-USD,3243.034912109375,22104869556.0
2024-04-12,MSFT,416.4706726074219,19253800.0
2024-04-12,NVDA,88.14103698730469,426805000.0
2024-04-12,TSLA,171.0500030517578,64722700.0
2024-04-13,AAPL,,
2024-04-13,BTC-USD,63821.47265625,52869738185.0
2024-04-13,ETH-USD,3004.900390625,29930408174.0
2024-04-13,MSFT,,
2024-04-13,NVDA,,
2024-04-13,TSLA,,
2024-04-14,AAPL,,
2024-04-14,BTC-USD,65738.7265625,49084320047.0
2024-04-14,ETH-USD,3156.94189453125,25486284994.0
2024-04-14,MSFT,,
2024-04-14,NVDA,,
2024-04-14,TSLA,,
2024-04-15,AAPL,171.29266357421875,73531800.0
2024-04-15,BTC-USD,63426.2109375,43595917654.0
2024-04-15,ETH-USD,3101.600341796875,21925843181.0
2024-04-15,MSFT,408.3169250488281,20273500.0
2024-04-15,NVDA,85.95713806152344,443077000.0
2024-04-15,TSLA,161.47999572753906,100245300.0
2024-04-16,AAPL,168.0094451904297,73711200.0
2024-04-16,BTC-USD,63811.86328125,42847528078.0
2024-04-16,ETH-USD,3084.920166015625,19441391169.0
2024-04-16,MSFT,409.244873046875,16765600.0
2024-04-16,NVDA,87.37042236328125,370453000.0
2024-04-16,TSLA,157.11000061035156,97000000.0
2024-04-17,AAPL,166.64064025878906,50901200.0
2024-04-17,BTC-USD,61276.69140625,41915247049.0
2024-04-17,ETH-USD,2984.7275390625,17711869375.0
2024-04-17,MSFT,406.5401306152344,15855500.0
2024-04-17,NVDA,83.99214172363281,495400000.0
2024-04-17,TSLA,155.4499969482422,82439700.0
2024-04-18,AAPL,165.68838500976562,43122900.0
2024-04-18,BTC-USD,63512.75390625,36006307335.0
2024-04-18,ETH-USD,3066.027587890625,15183777035.0
2024-04-18,MSFT,399.0675354003906,21029900.0
2024-04-18,NVDA,84.62781524658203,447260000.0
2024-04-18,TSLA,149.92999267578125,96098800.0
2024-04-19,AAPL,163.66490173339844,68149400.0
2024-04-19,BTC-USD,63843.5703125,49920425401.0
2024-04-19,ETH-USD,3059.278564453125,20399982867.0
2024-04-19,MSFT,393.98388671875,30565800.0
2024-04-19,NVDA,76.16114044189453,875198000.0
2024-04-19,TSLA,147.0500030517578,87074500.0
2024-04-20,AAPL,,
2024-04-20,BTC-USD,64994.44140625,23097485495.0
2024-04-20,ETH-USD,3157.627197265625,9918642130.0
2024-04-20,MSFT,,
2024-04-20,NVDA,,
2024-04-20,TSLA,,
2024-04-21,AAPL,,
2024-04-21,BTC-USD,64926.64453125,20506644853.0
2024-04-21,ETH-USD,3147.28857421875,9394387894.0
2024-04-21,MSFT,,
2024-04-21,NVDA,,
2024-04-21,TSLA,,
2024-04-22,AAPL,164.4981231689453,48116400.0
2024-04-22,BTC-USD,66837.6796875,28282686673.0
2024-04-22,ETH-USD,3201.652099609375,12063858733.0
2024-04-22,MSFT,395.8001403808594,20286900.0
2024-04-22,NVDA,79.4774398803711,596341000.0
2024-04-22,TSLA,142.0500030517578,107097600.0
2024-04-23,AAPL,165.5495147705078,49537800.0
2024-04-23,BTC-USD,66407.2734375,24310975583.0
2024-04-23,ETH-USD,3219.91162109375,11054442653.0
2024-04-23,MSFT,402.3250732421875,15734500.0
2024-04-23,NVDA,82.38096618652344,438559000.0
2024-04-23,TSLA,144.67999267578125,124545100.0
2024-04-24,AAPL,167.65237426757812,48251800.0
2024-04-24,BTC-USD,64276.8984375,30276655120.0
2024-04-24,ETH-USD,3139.80517578125,14000234760.0
2024-04-24,MSFT,403.7958984375,15065300.0
2024-04-24,NVDA,79.63636779785156,512208000.0
2024-04-24,TSLA,162.1300048828125,181178000.0
2024-04-25,AAPL,168.5153350830078,50558300.0
2024-04-25,BTC-USD,64481.70703125,32155786816.0
2024-04-25,ETH-USD,3156.509521484375,13989030260.0
2024-04-25,MSFT,393.9048767089844,40586500.0
