Date,Ticker,Close,Open,High,Low,Volume,Daily_Return_Pct,Volatility_Annualized,RSI_14,SMA_20,SMA_50,SMA_200,Signal_Trend,Last_Updated
2024-02-07,AAPL,187.638,188.8564,189.2626,186.8454,53439000.0,0.0581,,,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-08,AAPL,186.5582,187.6181,187.7667,185.5972,40962000.0,-0.5755,,36.206,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-09,AAPL,187.3219,187.1235,188.4527,186.4788,45155200.0,0.4094,,38.5525,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-12,AAPL,185.6357,186.8954,187.1434,185.2786,41781900.0,-0.9002,,31.7734,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-13,AAPL,183.5428,184.2669,184.7033,182.0251,56529500.0,-1.1274,,29.7774,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-14,AAPL,182.6599,183.8205,184.0288,180.9638,54630500.0,-0.481,,29.0623,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-15,AAPL,182.3723,182.0648,182.9972,179.8826,65434500.0,-0.1575,,30.9986,,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-16,AAPL,180.8349,181.9359,183.3543,180.2,49752500.0,-0.843,,29.8251,186.9608,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-20,AAPL,180.0909,180.319,180.9539,178.5435,53665600.0,-0.4114,13.8527,34.2454,186.3615,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-21,AAPL,180.8448,180.4678,181.4102,179.1982,41371400.0,0.4186,13.6466,44.551,185.736,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-22,AAPL,182.8782,181.9954,183.4634,180.9836,52292200.0,1.1244,14.5895,43.1855,185.2459,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-23,AAPL,181.0432,183.513,183.5428,180.7555,45119700.0,-1.0034,14.8219,41.0933,184.6804,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-26,AAPL,179.6942,180.7654,181.2812,179.1883,40867400.0,-0.7451,14.7478,31.4137,184.1341,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-27,AAPL,181.1523,179.6346,182.4318,178.1071,54318900.0,0.8114,15.2524,30.808,183.6949,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-28,AAPL,179.952,181.0332,181.6383,178.6725,48953900.0,-0.6626,14.0016,28.2936,183.3785,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-02-29,AAPL,179.2875,179.8033,181.0927,178.0773,136682600.0,-0.3693,12.3915,28.9731,183.2091,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-01,AAPL,178.2063,178.0972,179.0693,175.9448,73563100.0,-0.603,11.2969,24.1127,182.8639,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-04,AAPL,173.6832,174.7247,175.4686,172.3838,81510100.0,-2.5381,14.0217,20.7667,182.3425,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-05,AAPL,168.7435,169.3783,170.6479,168.2475,95132400.0,-2.8441,15.8784,18.2283,181.4834,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-06,AAPL,167.7516,169.6759,169.8544,167.3151,68587700.0,-0.5878,15.0664,18.1433,180.4945,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-07,AAPL,167.6325,167.7813,169.3485,167.1267,71765100.0,-0.071,15.004,18.275,179.4943,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-08,AAPL,169.3485,167.6325,172.2945,167.573,76267000.0,1.0237,16.0186,25.4661,178.6338,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-11,AAPL,171.3522,171.5407,172.969,170.6579,60139500.0,1.1831,16.8032,32.2879,177.8353,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-12,AAPL,171.8283,171.749,172.6219,169.6263,59825400.0,0.2779,16.8946,31.5169,177.1449,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-13,AAPL,169.7453,171.372,171.7886,169.3783,52488700.0,-1.2123,16.947,23.1332,176.4551,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-14,AAPL,171.6002,171.5109,172.8996,170.6579,72913500.0,1.0927,17.7307,30.6975,175.9021,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-15,AAPL,171.2232,169.785,171.2232,168.9121,121752700.0,-0.2197,17.7252,31.9679,175.3446,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-18,AAPL,172.3144,174.1494,176.2721,172.116,75604200.0,0.6373,17.9115,30.8881,174.9186,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-19,AAPL,174.6552,172.9293,175.181,171.6299,55215200.0,1.3585,18.7618,39.0842,174.6468,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-20,AAPL,177.2243,174.2982,177.2243,173.6733,53423100.0,1.4709,19.538,46.0576,174.4658,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-21,AAPL,169.9834,175.6174,176.0538,169.4576,106181300.0,-4.0857,23.567,37.2814,173.8211,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-22,AAPL,170.886,170.3702,171.6498,168.684,71160100.0,0.531,23.6358,45.1279,173.3132,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-25,AAPL,169.4676,169.1898,170.5488,168.0789,54288300.0,-0.8301,23.66,51.4376,172.8019,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-26,AAPL,168.3368,168.6244,170.0329,168.2078,57388400.0,-0.6673,23.3337,51.1555,172.1611,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-27,AAPL,171.9077,169.0311,172.1953,168.7336,60273300.0,2.1213,24.8888,57.4285,171.7589,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-03-28,AAPL,170.0925,170.3603,170.8364,169.1303,65672700.0,-1.0559,25.0634,51.2882,171.2991,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-01,AAPL,168.6542,169.8048,169.8643,168.1087,46240500.0,-0.8456,25.1233,45.2348,170.8215,,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-02,AAPL,167.4738,167.7119,167.9698,166.8688,49329500.0,-0.6999,23.7238,42.4957,170.5111,178.9254,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-03,AAPL,168.2773,167.4242,169.2989,167.2159,47691700.0,0.4797,21.5952,47.3533,170.4877,178.4494,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-04,AAPL,167.454,168.9121,170.5289,167.454,53704400.0,-0.4892,21.5627,42.2363,170.4729,177.9314,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-05,AAPL,168.2079,168.2178,169.0113,167.5829,42104800.0,0.4502,21.6192,44.4323,170.5016,177.442,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-08,AAPL,167.087,167.6623,167.8309,166.8787,37425500.0,-0.6664,21.4162,40.3585,170.3886,176.9366,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-09,AAPL,168.2971,167.335,168.7038,166.9878,42373800.0,0.7243,21.1233,37.7625,170.2358,176.4902,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-10,AAPL,166.4224,167.4342,167.7218,165.7578,49709300.0,-1.1139,21.3854,28.6387,169.9655,176.0199,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-11,AAPL,173.6237,166.9779,174.0403,166.7993,91070300.0,4.3271,26.2301,57.2102,170.1594,175.7667,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-12,AAPL,175.1214,172.85,176.9168,172.8004,101670900.0,0.8627,26.1302,58.1957,170.3355,175.6157,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-15,AAPL,171.2927,173.9411,175.2008,171.1042,73531800.0,-2.1864,27.367,53.2303,170.339,175.3393,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-16,AAPL,168.0095,170.3603,172.354,166.9084,73711200.0,-1.9167,28.0902,49.4617,170.1237,175.0173,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-17,AAPL,166.6406,168.2376,169.2692,166.6406,50901200.0,-0.8147,27.6374,40.6613,169.723,174.6316,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-18,AAPL,165.6884,166.6704,167.2754,165.2023,43122900.0,-0.5715,26.9214,41.9448,169.1462,174.1948,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-19,AAPL,163.6649,164.8651,165.0536,162.7523,68149400.0,-1.2212,23.2849,41.0657,168.8303,173.7153,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-22,AAPL,164.4981,164.1807,165.9066,163.4368,48116400.0,0.5091,23.2762,44.6043,168.5109,173.2741,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-23,AAPL,165.5495,164.0121,165.6983,163.5855,49537800.0,0.6392,23.3164,45.098,168.315,172.8387,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-24,AAPL,167.6524,165.1924,167.9301,164.8651,48251800.0,1.2702,23.7096,50.3408,168.2807,172.479,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-25,AAPL,168.5153,168.1582,169.2295,166.7894,50558300.0,0.5147,22.4465,50.5263,168.1111,172.1785,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-26,AAPL,167.9301,168.5054,169.9536,167.8111,44838400.0,-0.3473,22.1815,51.4701,168.003,171.8839,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-29,AAPL,172.0961,171.9672,174.6056,171.6994,68169400.0,2.4808,23.6994,56.005,168.1751,171.6783,,BEARISH (Bajista),2026-01-22 00:44:03
2024-04-30,AAPL,168.9518,171.9275,173.5741,168.6245,65934800.0,-1.8271,24.5343,53.8438,168.249,171.4407,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-01,AAPL,167.9301,168.2078,171.3125,167.7416,50383100.0,-0.6047,24.5873,39.3467,168.2316,171.1975,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-02,AAPL,171.6299,171.1141,172.0168,169.5072,94214900.0,2.2032,25.7073,43.9643,168.4404,171.0132,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-03,AAPL,181.8962,185.1397,185.4869,181.182,163224100.0,5.9816,33.0537,64.993,169.1249,170.9935,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-06,AAPL,180.2397,180.8745,182.7096,178.9601,78569700.0,-0.9107,33.1706,68.1271,169.7825,170.9775,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-07,AAPL,180.9241,181.9656,183.4039,179.8529,77305800.0,0.3797,33.1485,71.6087,170.4138,171.0021,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-08,AAPL,181.2614,181.3705,181.5887,179.9818,45057100.0,0.1864,32.688,74.0062,171.1558,171.0042,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-09,AAPL,183.0766,181.0828,183.1658,180.6365,48983000.0,1.0014,29.4216,80.117,171.6284,171.0667,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-10,AAPL,181.8151,183.6526,183.8414,180.9013,50759500.0,-0.689,29.5304,76.5149,171.9631,171.1173,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-13,AAPL,185.0233,184.189,185.8378,183.3745,72044800.0,1.7645,28.6046,77.9699,172.6497,171.2536,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-14,AAPL,186.1656,186.245,187.0297,185.0332,52393600.0,0.6173,27.2638,77.3447,173.5575,171.5033,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-15,AAPL,188.4401,186.6423,189.3638,186.106,70400000.0,1.2218,26.8892,78.2517,174.6474,171.8972,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-16,AAPL,188.5593,189.1851,189.8108,188.3805,52845200.0,0.0632,26.606,79.6422,175.791,172.3134,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-17,AAPL,188.5891,188.2315,189.5228,187.9038,41282900.0,0.0158,25.7948,76.8959,177.0372,172.7325,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-20,AAPL,189.7512,188.0527,190.6253,187.7349,44361300.0,0.6162,25.7858,86.263,178.2998,173.1405,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-21,AAPL,191.0524,189.8009,191.4298,189.632,42309400.0,0.6857,25.7842,89.9237,179.575,173.5345,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-22,AAPL,189.6122,190.9729,191.5192,188.9864,34648500.0,-0.7538,26.2203,83.6764,180.673,173.8902,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-23,AAPL,185.6193,189.6916,189.7115,185.371,51005900.0,-2.1058,27.965,59.114,181.5282,174.2077,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-24,AAPL,188.6984,187.5462,189.2943,186.7714,36327000.0,1.6588,28.0663,69.3582,182.5666,174.5497,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-28,AAPL,188.7083,190.218,191.698,187.8243,52280100.0,0.0053,27.2283,68.3821,183.3972,174.8994,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-29,AAPL,189.0063,188.3309,190.9531,188.2315,53068000.0,0.1579,25.8802,68.3233,184.3999,175.2332,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-30,AAPL,189.9995,189.4731,190.8835,189.344,49889100.0,0.5255,25.5053,67.0415,185.5034,175.5401,,BEARISH (Bajista),2026-01-22 00:44:03
2024-05-31,AAPL,190.9531,190.1485,191.2709,188.6289,75158300.0,0.5019,24.8204,72.8401,186.4696,175.8147,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-03,AAPL,192.721,191.5987,193.6746,191.2212,50080500.0,0.9259,14.4626,70.7329,187.0108,176.2694,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-04,AAPL,193.0389,193.3269,194.0023,191.7278,47471400.0,0.1649,13.7619,69.3729,187.6508,176.7125,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-05,AAPL,194.5486,194.0818,195.5717,193.5554,54156800.0,0.7821,13.8483,67.9929,188.332,177.2141,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-06,AAPL,193.168,194.3699,195.1744,192.8601,41181800.0,-0.7097,14.3594,62.6362,188.9273,177.7107,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-07,AAPL,195.5618,193.3369,195.6114,192.8303,53103900.0,1.2392,14.5323,66.9238,189.5516,178.1838,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-10,AAPL,191.8172,195.5717,195.969,190.8537,97010200.0,-1.9148,16.2294,54.4559,190.0517,178.6183,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-11,AAPL,205.7525,192.3436,205.7625,192.3238,172373300.0,7.2649,29.3633,70.5213,191.0881,179.3603,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-12,AAPL,211.6326,205.9711,218.7145,205.5042,198134300.0,2.8578,30.4888,77.3501,192.3615,180.2434,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-13,AAPL,212.7947,213.2913,215.2878,210.1725,97862700.0,0.5491,30.4179,86.3057,193.5792,181.1338,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-14,AAPL,211.0565,212.4073,213.7184,209.8745,70122700.0,-0.8168,30.7922,80.9799,194.7041,182.0058,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-17,AAPL,215.2083,211.9306,217.4729,211.285,93728300.0,1.9671,31.0934,82.9383,196.035,182.9458,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-18,AAPL,212.8444,216.1221,217.1551,211.5631,79943300.0,-1.0984,31.7293,78.1822,197.1897,183.861,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-20,AAPL,208.2655,212.4868,212.7947,207.4411,86172500.0,-2.1513,33.1856,69.9069,198.0504,184.6604,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-21,AAPL,206.0903,208.9707,210.4606,205.7128,241805100.0,-1.0444,33.3414,66.0692,198.8743,185.4537,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-24,AAPL,206.7359,206.3187,211.2651,205.1963,80727000.0,0.3133,31.9711,65.2409,199.9301,186.116,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-25,AAPL,207.6596,207.739,209.954,207.2027,55549700.0,0.4468,31.7064,65.693,200.8781,186.7667,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-26,AAPL,211.8114,210.0732,213.4105,209.219,66213200.0,1.9993,32.083,67.5343,202.0333,187.5771,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-27,AAPL,212.6557,213.2417,214.2846,210.9175,49772700.0,0.3986,32.0506,70.0123,203.2158,188.47,,BEARISH (Bajista),2026-01-22 00:44:03
2024-06-28,AAPL,209.1991,214.3144,214.6124,208.8813,82542700.0,-1.6254,33.0205,63.7053,204.1758,189.3212,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-01,AAPL,215.2878,210.6592,216.0426,210.4904,60402900.0,2.9105,34.1088,72.5262,205.3925,190.3132,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-02,AAPL,218.7841,214.6918,218.8933,213.6489,58046200.0,1.624,34.2807,65.6414,206.6956,191.4156,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-03,AAPL,220.0554,218.5159,220.0554,217.5524,37369800.0,0.5811,34.2331,61.3673,208.0465,192.5267,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-05,AAPL,224.8131,220.1547,224.9223,220.1547,60412400.0,2.162,34.6365,64.785,209.5597,193.712,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-08,AAPL,226.2831,225.558,226.3129,221.7439,59085900.0,0.6539,34.2111,68.8561,211.2154,194.8846,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-09,AAPL,227.1373,226.3924,227.8524,224.8429,48076100.0,0.3775,34.2064,66.0863,212.7942,196.057,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-10,AAPL,231.4083,227.7531,231.5076,227.7035,62627700.0,1.8804,32.8786,73.809,214.7738,197.3266,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-11,AAPL,226.0348,229.829,230.8223,224.2469,64710600.0,-2.3221,25.2254,72.3346,215.7879,198.4054,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-12,AAPL,228.9847,227.3757,231.0706,227.1373,53046500.0,1.3051,23.8514,78.2268,216.6555,199.606,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-15,AAPL,232.8187,234.8847,235.6296,231.5176,62631300.0,1.6743,24.272,79.8138,217.6567,200.9038,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-16,AAPL,233.2359,233.4147,234.6761,230.7627,43234300.0,0.1792,23.8295,79.5773,218.7657,202.1359,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-17,AAPL,227.336,227.9021,229.8985,225.1111,57345900.0,-2.5296,25.4756,67.2555,219.372,203.0447,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-18,AAPL,222.6676,228.7265,228.8854,220.7705,66034600.0,-2.0535,26.374,60.2564,219.8632,203.8933,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-19,AAPL,222.7968,223.3034,225.27,221.7737,49151500.0,0.058,24.8397,64.9487,220.5898,204.7307,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-22,AAPL,222.4492,225.4786,226.2434,221.585,48201800.0,-0.156,24.3743,59.0103,221.4077,205.5545,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-23,AAPL,223.4921,222.8564,225.4091,221.1778,39960300.0,0.4688,24.3737,56.3132,222.2455,206.3628,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-24,AAPL,217.0657,222.4889,223.2835,215.6652,61777600.0,-2.8754,27.0031,46.4779,222.7158,207.0678,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-25,AAPL,216.0228,217.453,219.3601,213.1721,51391200.0,-0.4805,26.2798,38.6509,222.9264,207.6878,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-26,AAPL,216.4896,217.2246,218.0093,214.5528,41601300.0,0.2161,26.2613,37.0195,223.1181,208.2943,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-29,AAPL,216.7677,215.4964,217.8206,214.2945,36311800.0,0.1285,25.4564,36.0428,223.4965,208.8608,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-30,AAPL,217.3239,217.7113,218.8436,214.662,41643800.0,0.2566,23.351,28.9365,223.5983,209.4361,,BEARISH (Bajista),2026-01-22 00:44:03
2024-07-31,AAPL,220.5818,219.9461,222.3101,219.1416,50036300.0,1.4991,23.2438,41.294,223.6882,210.076,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-01,AAPL,216.8869,222.8564,222.9656,215.556,62501000.0,-1.6751,23.9311,31.1339,223.5298,210.6187,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-02,AAPL,218.3768,217.6716,224.0781,216.2413,105568600.0,0.6869,22.6518,25.7019,223.208,211.1652,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-05,AAPL,207.8582,197.7469,212.0597,194.6778,119548600.0,-4.8167,27.8505,18.1342,222.2867,211.5301,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-06,AAPL,205.832,203.915,208.5734,199.7136,69660500.0,-0.9748,27.7576,20.0884,221.2215,211.9344,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-07,AAPL,208.4045,205.5042,212.1987,204.9977,63516400.0,1.2498,27.1306,28.9319,220.0713,212.3285,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-08,AAPL,211.871,211.6723,212.755,207.4212,47161100.0,1.6633,27.2842,35.3098,219.3631,212.7917,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-09,AAPL,214.7812,210.6692,215.3176,210.54,42201600.0,1.3736,27.339,40.3548,218.6529,213.3072,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-12,AAPL,216.3126,214.8608,218.2815,214.3934,38028100.0,0.713,26.6192,41.0789,217.8276,213.8335,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-13,AAPL,220.0317,217.7843,220.6482,217.7843,44155300.0,1.7193,27.5722,53.9514,217.1674,214.4151,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-14,AAPL,220.4792,219.3356,221.7818,218.4705,41960600.0,0.2034,26.2867,56.0326,216.8246,214.9702,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-15,AAPL,223.4624,223.343,224.0889,221.5133,46414000.0,1.3531,25.7736,58.837,216.8643,215.5787,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-16,AAPL,224.7849,222.6669,225.5606,222.3984,44340200.0,0.5919,25.8507,59.8986,216.9637,216.1834,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-19,AAPL,224.6258,224.4568,224.7253,221.7918,40687800.0,-0.0708,25.8432,59.1047,217.0725,216.8126,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-20,AAPL,225.2424,224.5065,225.8987,224.1883,30299000.0,0.2745,25.8117,56.221,217.1601,217.4062,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-21,AAPL,225.133,225.2523,226.7041,223.7905,34765500.0,-0.0486,23.3973,62.1721,217.5634,218.0725,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-22,AAPL,223.2734,226.5152,227.0621,222.6469,43695300.0,-0.826,23.5608,57.15,217.926,218.4229,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-23,AAPL,225.5705,224.3971,226.9428,223.0746,38677300.0,1.0288,23.755,84.0347,218.38,218.7017,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-26,AAPL,225.9086,225.491,226.008,222.637,30602200.0,0.1499,23.7541,91.2544,218.837,218.964,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-27,AAPL,226.7538,224.7352,227.5693,223.6314,35934600.0,0.3742,23.7603,90.5861,219.3085,219.2779,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-28,AAPL,225.2225,226.6445,228.5736,224.417,38052200.0,-0.6753,23.4638,82.2963,219.5406,219.4782,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-29,AAPL,228.504,228.8123,231.6165,227.5991,51906300.0,1.457,22.9228,82.6086,220.1214,219.7914,,BEARISH (Bajista),2026-01-22 00:44:03
2024-08-30,AAPL,227.7184,228.9018,229.1106,226.2069,52990800.0,-0.3438,22.9668,78.0989,220.5885,220.1804,,BEARISH (Bajista),2026-01-22 00:44:03
2024-09-03,AAPL,221.5233,227.271,227.7184,219.9322,50190600.0,-2.7205,17.4009,53.2751,221.2718,220.4891,,BEARISH (Bajista),2026-01-22 00:44:03
2024-09-04,AAPL,219.614,220.4195,220.5388,216.2629,43840200.0,-0.8619,17.2934,48.215,221.9609,220.7467,,BEARISH (Bajista),2026-01-22 00:44:03
2024-09-05,AAPL,221.1355,220.3897,224.2181,220.2803,36615400.0,0.6928,17.0112,44.8908,222.5974,221.0162,,BEARISH (Bajista),2026-01-22 00:44:03
2024-09-06,AAPL,219.5842,222.6967,223.9794,218.5401,48423000.0,-0.7015,16.5673,38.6943,222.9831,221.1716,,BEARISH (Bajista),2026-01-22 00:44:03
2024-09-09,AAPL,219.6737,219.5842,220.0317,215.4972,67180000.0,0.0408,15.9626,39.2021,223.2277,221.312,,BEARISH (Bajista),2026-01-22 00:44:03
2024-09-10,AAPL,218.8782,217.6948,220.2405,215.5171,51591000.0,-0.3621,15.8867,36.2306,223.356,221.5056,,BEARISH (Bajista),2026-01-22 00:44:03
2024-09-11,AAPL,221.4139,220.2206,221.8415,216.6706,44587100.0,1.1585,15.2224,42.7181,223.4251,221.6281,,BEARISH (Bajista),2026-01-22 00:44:03
