Date,Ticker,Close,Volume,Daily_Return_Pct,RSI_14,Volatility_20d,SMA_50,SMA_200,Signal
2024-09-06,AAPL,219.58,48423000.0,-0.7,38.69,4.67,221.17,,VENTA (Bearish)
2024-09-09,AAPL,219.67,67180000.0,0.04,39.2,4.5,221.31,,VENTA (Bearish)
2024-09-10,AAPL,218.88,51591000.0,-0.36,36.23,4.48,221.51,,VENTA (Bearish)
2024-09-11,AAPL,221.41,44587100.0,1.16,42.72,4.29,221.63,,VENTA (Bearish)
2024-09-12,AAPL,221.52,37455600.0,0.05,46.32,4.28,221.68,,VENTA (Bearish)
2024-09-13,AAPL,221.25,36766600.0,-0.12,40.08,4.05,221.71,,VENTA (Bearish)
2024-09-16,AAPL,215.11,59357400.0,-2.78,30.41,4.82,221.51,,VENTA (Bearish)
2024-09-17,AAPL,215.58,45519300.0,0.22,29.44,4.84,221.3,,VENTA (Bearish)
2024-09-18,AAPL,219.45,59894900.0,1.8,40.24,5.22,221.15,,VENTA (Bearish)
2024-09-19,AAPL,227.59,66781300.0,3.71,48.67,6.48,221.07,,VENTA (Bearish)
2024-09-20,AAPL,226.92,318679900.0,-0.29,48.84,6.42,221.09,,VENTA (Bearish)
2024-09-23,AAPL,225.2,54146000.0,-0.76,56.17,6.4,221.01,,VENTA (Bearish)
2024-09-24,AAPL,226.1,43556100.0,0.4,61.26,6.41,220.88,,VENTA (Bearish)
2024-09-25,AAPL,225.1,42308700.0,-0.44,57.02,6.41,220.71,,VENTA (Bearish)
2024-09-26,AAPL,226.25,36636700.0,0.51,61.96,6.39,220.69,,VENTA (Bearish)
2024-09-27,AAPL,226.52,34026000.0,0.12,62.21,6.22,220.77,,VENTA (Bearish)
2024-09-30,AAPL,231.7,54541900.0,2.29,69.78,6.62,220.95,,VENTA (Bearish)
2024-10-01,AAPL,224.94,63285000.0,-2.91,54.82,6.71,221.0,,VENTA (Bearish)
2024-10-02,AAPL,225.51,32880600.0,0.25,55.38,6.64,221.04,,VENTA (Bearish)
2024-10-03,AAPL,224.41,34044200.0,-0.49,54.16,6.64,221.18,,VENTA (Bearish)
2024-10-04,AAPL,225.53,37245100.0,0.5,65.84,6.6,221.37,,VENTA (Bearish)
2024-10-07,AAPL,220.45,39505400.0,-2.25,56.5,7.02,221.45,,VENTA (Bearish)
2024-10-08,AAPL,224.51,31855700.0,1.84,56.7,7.24,221.61,,VENTA (Bearish)
2024-10-09,AAPL,228.26,33591100.0,1.67,51.0,7.33,221.83,,VENTA (Bearish)
2024-10-10,AAPL,227.76,28183500.0,-0.22,51.26,7.34,221.97,,VENTA (Bearish)
2024-10-11,AAPL,226.28,31759200.0,-0.65,51.63,7.38,222.16,,VENTA (Bearish)
2024-10-14,AAPL,230.01,39882100.0,1.65,55.47,6.85,222.39,,VENTA (Bearish)
2024-10-15,AAPL,232.54,64751400.0,1.1,59.98,6.89,222.88,,VENTA (Bearish)
2024-10-16,AAPL,230.48,34082200.0,-0.89,55.55,6.84,223.38,,VENTA (Bearish)
2024-10-17,AAPL,230.85,32993800.0,0.16,55.66,5.79,223.83,,VENTA (Bearish)
2024-10-18,AAPL,233.68,46431500.0,1.23,52.77,5.89,224.26,,VENTA (Bearish)
2024-10-21,AAPL,235.16,36254500.0,0.63,66.66,5.83,224.67,,VENTA (Bearish)
2024-10-22,AAPL,234.54,38846600.0,-0.26,64.7,5.84,225.03,,VENTA (Bearish)
2024-10-23,AAPL,229.47,52287000.0,-2.16,57.3,6.28,225.22,,VENTA (Bearish)
2024-10-24,AAPL,229.28,31109500.0,-0.08,55.56,6.27,225.4,,VENTA (Bearish)
2024-10-25,AAPL,230.11,38802300.0,0.36,66.39,6.27,225.53,,VENTA (Bearish)
2024-10-28,AAPL,232.09,36087100.0,0.86,63.84,5.9,225.68,,VENTA (Bearish)
2024-10-29,AAPL,232.36,35417200.0,0.12,58.58,5.03,225.83,,VENTA (Bearish)
2024-10-30,AAPL,228.81,47070900.0,-1.53,51.95,5.3,225.9,,VENTA (Bearish)
2024-10-31,AAPL,224.65,64370100.0,-1.82,47.25,5.61,225.89,,VENTA (Bearish)
2024-11-01,AAPL,221.66,65276700.0,-1.33,35.58,5.74,225.86,,VENTA (Bearish)
2024-11-04,AAPL,220.77,44944500.0,-0.4,28.43,5.28,225.77,200.91,COMPRA (Bullish)
2024-11-05,AAPL,222.2,28111300.0,0.65,34.46,4.97,225.69,201.06,COMPRA (Bullish)
2024-11-06,AAPL,221.47,54561100.0,-0.33,32.65,4.64,225.59,201.2,COMPRA (Bullish)
2024-11-07,AAPL,226.21,42137700.0,2.14,37.07,5.17,225.61,201.37,COMPRA (Bullish)
2024-11-08,AAPL,225.94,38328800.0,-0.12,33.37,5.13,225.56,201.54,COMPRA (Bullish)
2024-11-11,AAPL,223.22,42005600.0,-1.2,31.02,4.95,225.47,201.7,COMPRA (Bullish)
2024-11-12,AAPL,223.22,40398300.0,0.0,37.37,4.78,225.5,201.87,COMPRA (Bullish)
2024-11-13,AAPL,224.11,48566200.0,0.4,39.83,4.76,225.59,202.05,COMPRA (Bullish)
2024-11-14,AAPL,227.19,44923900.0,1.38,44.72,4.99,225.71,202.28,COMPRA (Bullish)
2024-11-15,AAPL,223.99,47923700.0,-1.41,35.98,4.96,225.8,202.47,COMPRA (Bullish)
2024-11-18,AAPL,226.99,44633700.0,1.34,41.52,5.13,225.94,202.69,COMPRA (Bullish)
2024-11-19,AAPL,227.25,36211800.0,0.11,47.25,5.14,226.11,202.89,COMPRA (Bullish)
2024-11-20,AAPL,227.97,35169600.0,0.32,56.67,4.7,226.24,203.09,COMPRA (Bullish)
2024-11-21,AAPL,227.49,42108300.0,-0.21,63.0,4.7,226.36,203.29,COMPRA (Bullish)
2024-11-22,AAPL,228.84,38168300.0,0.59,67.65,4.73,226.51,203.51,COMPRA (Bullish)
2024-11-25,AAPL,231.82,90152800.0,1.31,69.71,4.83,226.85,203.73,COMPRA (Bullish)
2024-11-26,AAPL,234.0,45986200.0,0.94,74.22,4.92,227.22,203.97,COMPRA (Bullish)
2024-11-27,AAPL,233.87,33498400.0,-0.06,68.02,4.64,227.51,204.22,COMPRA (Bullish)
2024-11-29,AAPL,236.26,28481400.0,1.02,72.07,4.25,227.68,204.49,COMPRA (Bullish)
2024-12-02,AAPL,238.51,48137100.0,0.95,83.36,3.96,227.91,204.77,COMPRA (Bullish)
2024-12-03,AAPL,241.56,38861000.0,1.28,85.31,3.97,228.24,205.07,COMPRA (Bullish)
2024-12-04,AAPL,241.92,44383900.0,0.15,85.01,3.97,228.55,205.38,COMPRA (Bullish)
2024-12-05,AAPL,241.95,40033900.0,0.01,82.96,3.92,228.89,205.69,COMPRA (Bullish)
2024-12-06,AAPL,241.75,36870600.0,-0.08,95.84,3.52,229.2,205.98,COMPRA (Bullish)
2024-12-09,AAPL,245.64,44649200.0,1.61,96.02,3.7,229.58,206.31,COMPRA (Bullish)
2024-12-10,AAPL,246.65,36914800.0,0.41,96.16,3.29,229.88,206.64,COMPRA (Bullish)
2024-12-11,AAPL,245.38,45205800.0,-0.52,90.36,3.41,230.29,206.96,COMPRA (Bullish)
2024-12-12,AAPL,246.84,32777500.0,0.6,92.89,3.41,230.72,207.3,COMPRA (Bullish)
2024-12-13,AAPL,247.01,33155300.0,0.07,92.5,3.3,231.17,207.63,COMPRA (Bullish)
2024-12-16,AAPL,249.91,51694800.0,1.17,92.47,2.75,231.66,207.99,COMPRA (Bullish)
2024-12-17,AAPL,252.34,51356400.0,0.97,92.56,2.67,232.3,208.39,COMPRA (Bullish)
2024-12-18,AAPL,246.93,56774100.0,-2.14,74.35,3.77,232.74,208.78,COMPRA (Bullish)
2024-12-19,AAPL,248.67,60882300.0,0.7,73.71,3.77,233.15,209.18,COMPRA (Bullish)
2024-12-20,AAPL,253.34,147495300.0,1.88,75.94,3.97,233.66,209.61,COMPRA (Bullish)
2024-12-23,AAPL,254.12,40858800.0,0.31,73.87,3.98,234.22,210.03,COMPRA (Bullish)
2024-12-24,AAPL,257.04,23234700.0,1.15,76.18,3.95,234.76,210.46,COMPRA (Bullish)
2024-12-26,AAPL,257.85,27237100.0,0.32,76.81,3.93,235.27,210.89,COMPRA (Bullish)
2024-12-27,AAPL,254.44,42355300.0,-1.32,69.3,4.3,235.75,211.32,COMPRA (Bullish)
2024-12-30,AAPL,251.06,35557500.0,-1.33,58.38,4.59,236.15,211.71,COMPRA (Bullish)
2024-12-31,AAPL,249.29,39480700.0,-0.71,53.98,4.64,236.46,212.1,COMPRA (Bullish)
2025-01-02,AAPL,242.75,55740700.0,-2.62,46.58,5.31,236.61,212.46,COMPRA (Bullish)
2025-01-03,AAPL,242.26,40244100.0,-0.2,43.88,5.31,236.77,212.79,COMPRA (Bullish)
2025-01-06,AAPL,243.9,45045600.0,0.67,45.99,5.35,237.06,213.13,COMPRA (Bullish)
2025-01-07,AAPL,241.12,40856000.0,-1.14,38.66,5.48,237.29,213.48,COMPRA (Bullish)
2025-01-08,AAPL,241.61,37628900.0,0.2,35.42,5.22,237.52,213.84,COMPRA (Bullish)
2025-01-10,AAPL,235.78,61710900.0,-2.41,35.03,5.68,237.6,214.17,COMPRA (Bullish)
2025-01-13,AAPL,233.34,49630700.0,-1.03,29.81,5.73,237.62,214.49,COMPRA (Bullish)
2025-01-14,AAPL,232.23,39435300.0,-0.48,19.29,5.67,237.69,214.8,COMPRA (Bullish)
2025-01-15,AAPL,236.8,39832000.0,1.97,27.31,6.1,237.93,215.13,COMPRA (Bullish)
2025-01-16,AAPL,227.23,71759100.0,-4.04,16.75,7.02,238.04,215.42,COMPRA (Bullish)
2025-01-17,AAPL,228.94,68488300.0,0.75,18.38,6.98,238.2,215.73,COMPRA (Bullish)
2025-01-21,AAPL,221.64,98070400.0,-3.19,16.94,7.31,238.19,216.0,COMPRA (Bullish)
2025-01-22,AAPL,222.82,64126500.0,0.53,20.22,7.28,238.22,216.27,COMPRA (Bullish)
2025-01-23,AAPL,222.65,60234800.0,-0.08,20.93,6.85,238.15,216.54,COMPRA (Bullish)
2025-01-24,AAPL,221.78,54697900.0,-0.39,23.88,6.79,238.07,216.82,COMPRA (Bullish)
2025-01-27,AAPL,228.83,94863400.0,3.18,35.61,7.61,238.18,217.12,COMPRA (Bullish)
2025-01-28,AAPL,237.19,75707600.0,3.65,43.72,8.68,238.46,217.47,COMPRA (Bullish)
2025-01-29,AAPL,238.28,45486100.0,0.46,47.26,8.66,238.74,217.8,COMPRA (Bullish)
2025-01-30,AAPL,236.52,55658300.0,-0.74,45.2,8.61,238.93,218.11,COMPRA (Bullish)
2025-01-31,AAPL,234.94,100959800.0,-0.67,49.13,8.6,239.15,218.42,COMPRA (Bullish)
2025-02-03,AAPL,226.98,73063300.0,-3.39,44.14,8.85,239.15,218.72,COMPRA (Bullish)
2025-02-04,AAPL,231.75,45067300.0,2.1,49.59,9.18,239.24,219.04,COMPRA (Bullish)
2025-02-05,AAPL,231.42,39620300.0,-0.14,45.0,9.13,239.31,219.37,COMPRA (Bullish)
2025-02-06,AAPL,232.17,29925300.0,0.32,55.5,9.1,239.4,219.71,COMPRA (Bullish)
2025-02-07,AAPL,226.61,39707200.0,-2.4,47.6,9.35,239.35,220.03,COMPRA (Bullish)
2025-02-10,AAPL,226.87,33115600.0,0.12,56.28,9.09,239.26,220.33,COMPRA (Bullish)
2025-02-11,AAPL,231.83,53718400.0,2.18,59.9,9.34,239.21,220.65,COMPRA (Bullish)
2025-02-12,AAPL,236.06,45243300.0,1.83,63.53,9.5,239.26,220.99,COMPRA (Bullish)
2025-02-13,AAPL,240.71,53614100.0,1.97,67.75,9.5,239.34,221.35,COMPRA (Bullish)
2025-02-14,AAPL,243.77,40896200.0,1.27,65.15,8.49,239.45,221.71,COMPRA (Bullish)
2025-02-18,AAPL,243.64,48822500.0,-0.05,57.85,8.49,239.49,222.09,COMPRA (Bullish)
2025-02-19,AAPL,244.04,32204200.0,0.16,57.12,7.65,239.53,222.47,COMPRA (Bullish)
2025-02-20,AAPL,244.99,32316900.0,0.39,60.7,7.65,239.59,222.83,COMPRA (Bullish)
2025-02-21,AAPL,244.71,53197400.0,-0.11,62.77,7.65,239.65,223.15,COMPRA (Bullish)
2025-02-24,AAPL,246.26,51326400.0,0.63,80.23,7.6,239.67,223.48,COMPRA (Bullish)
